Product_name,Alcohol_amount,Alcohol_percent,Category,product_id
Tomatin 1976,70.0,46.0,Scotch Whiskey,826
Springbank 1967,75.0,50.9,Scotch Whiskey,1349
Glenfiddich 10 Year Old,75.7,43.0,Scotch Whiskey,1093
Ardbeg 1975,70.0,47.3,Scotch Whiskey,1259
Bruichladdich 21 Year Old,70.0,43.0,Scotch Whiskey,1855
Highland Park 12 Year Old,70.0,40.0,Scotch Whiskey,380
Glenfarclas 8 Year Old,75.0,60.0,Scotch Whiskey,2296
Glenrothes-Glenlivet 10 Year Old,75.0,46.0,Scotch Whiskey,969
Glen Grant 30 Year Old,75.0,40.0,Scotch Whiskey,1835
Port Ellen 1983,70.0,43.0,Scotch Whiskey,1937
SMWS 42.1 (Tobermory),75.0,53.1,Scotch Whiskey,242
Strathisla 1937,75.7,40.0,Scotch Whiskey,2022
Highland Park 20 Year Old,70.0,44.7,Scotch Whiskey,2017
Glen Grant 15 Year Old,75.7,40.0,Scotch Whiskey,1583
Aberlour-Glenlivet 10 Year Old,70.0,43.0,Scotch Whiskey,1576
Highland Park 8 Year Old,75.0,40.0,Scotch Whiskey,2189
Highland Park 12 Year Old,70.0,40.0,Scotch Whiskey,2635
Strathisla 1948,75.0,40.0,Scotch Whiskey,313
Port Ellen 1978,75.0,50.0,Scotch Whiskey,692
Dalmore 12 Year Old,70.0,40.0,Scotch Whiskey,2333
Springbank 1967,75.0,43.1,Scotch Whiskey,152
Knockando Extra Old Reserve,70.0,40.0,Scotch Whiskey,777
Glenmorangie 25 Year Old,70.0,43.0,Scotch Whiskey,1
Strathisla 1960,75.0,40.0,Scotch Whiskey,1070
Auchentoshan 1965,70.0,48.9,Scotch Whiskey,2392
Balvenie 1976,70.0,52.7,Scotch Whiskey,400
Glen Grant 1949,75.0,40.0,Scotch Whiskey,1126
Strathisla 1949,75.0,40.0,Scotch Whiskey,244
Talisker 1951,75.0,43.0,Scotch Whiskey,477
Miltonduff 1966,75.0,43.6,Scotch Whiskey,1421
Linlithgow 1975,75.0,49.7,Scotch Whiskey,549
Springbank 1965,70.0,43.0,Scotch Whiskey,294
Bunnahabhain 1967,75.0,45.8,Scotch Whiskey,81
Bowmore 1964,75.0,43.2,Scotch Whiskey,1959
SMWS L13.11 (Dalmore),70.0,59.2,Scotch Whiskey,650
SMWS 4.62 (Highland Park),70.0,53.5,Scotch Whiskey,2013
Linlithgow 1975,70.0,46.0,Scotch Whiskey,7
St Magdalene 1964,75.0,40.0,Scotch Whiskey,1536
Brora 1982,70.0,46.0,Scotch Whiskey,1707
Cardhu 12 Year Old,75.0,43.0,Scotch Whiskey,1856
Bowmore 1970,70.0,43.2,Scotch Whiskey,644
Springbank 1969,70.0,41.0,Scotch Whiskey,498
Talisker 1951,75.0,43.0,Scotch Whiskey,2511
Springbank 1966,70.0,47.1,Scotch Whiskey,1971
Glenury 1968,70.0,48.8,Scotch Whiskey,711
Glenlivet 1969,70.0,52.51,Scotch Whiskey,414
SMWS 61.4 (Brora),70.0,58.3,Scotch Whiskey,2219
Tullibardine 10 Year Old,75.0,40.0,Scotch Whiskey,1017
Springbank 18 Year Old,70.0,46.0,Scotch Whiskey,1119
Port Ellen 1978,70.0,61.8,Scotch Whiskey,1115
Port Ellen 25 Year Old,70.0,56.0,Scotch Whiskey,2112
Ardbeg 1974,70.0,51.3,Scotch Whiskey,1556
Avonside (Glenlivet) 1938,75.0,43.0,Scotch Whiskey,1812
Bowmore 8 Year Old,113.0,43.0,Scotch Whiskey,1405
SMWS 27.16 (Springbank),75.0,57.8,Scotch Whiskey,1884
SMWS 49.3 (St Magdalene),75.0,63.0,Scotch Whiskey,1322
Glenrothes 1954,75.0,40.0,Scotch Whiskey,2071
Avonside (Glenlivet) 1938,75.0,43.0,Scotch Whiskey,2117
Glen Grant 25 Year Old,75.7,40.0,Scotch Whiskey,58
Highland Park 1972,70.0,55.9,Scotch Whiskey,533
Caol Ila 12 Year Old,75.0,43.0,Scotch Whiskey,90
Glen Grant 1949,70.0,40.0,Scotch Whiskey,1118
Mortlach 1936,75.0,43.0,Scotch Whiskey,571
Cragganmore 1966,75.0,52.2,Scotch Whiskey,2627
Ardbeg 10 Year Old,75.0,40.0,Scotch Whiskey,677
Lochside 1966,70.0,51.8,Scotch Whiskey,1377
Glenkinchie 1964,75.0,40.0,Scotch Whiskey,290
Talisker 1957,75.0,51.1,Scotch Whiskey,637
Ardbeg 1974,70.0,46.0,Scotch Whiskey,534
Springbank 1970,70.0,54.4,Scotch Whiskey,395
Glenlivet 1956,75.0,40.0,Scotch Whiskey,554
Glenfiddich 8 Year Old,75.0,43.0,Scotch Whiskey,2562
SMWS 58.11 (Strathisla),70.0,51.4,Scotch Whiskey,881
SMWS 9.39 (Glen Grant),70.0,51.8,Scotch Whiskey,1062
Knockando 1966,75.0,43.0,Scotch Whiskey,1094
Port Ellen 1980,70.0,46.0,Scotch Whiskey,1599
Springbank 1969,70.0,40.9,Scotch Whiskey,857
Benriach 1966 Set With Glass & Miniature,75.0,47.2,Scotch Whiskey,2076
Linlithgow 1982,70.0,43.0,Scotch Whiskey,693
Brora 1981,70.0,43.0,Scotch Whiskey,1501
Tomatin 10 Year Old,75.7,40.0,Scotch Whiskey,17
Linlithgow 1975,70.0,58.1,Scotch Whiskey,1366
Glen Moray 1986,75.0,61.1,Scotch Whiskey,1788
Blair Athol 8 Year Old,75.0,40.0,Scotch Whiskey,661
Glenrothes 1985,70.0,56.5,Scotch Whiskey,1772
Bowmore Sherriff's,75.0,40.0,Scotch Whiskey,2045
Dalmore 1979,70.0,54.6,Scotch Whiskey,1577
Glenmorangie 10 Year Old,200.0,40.0,Scotch Whiskey,2269
Bunnahabhain 12 Year Old,75.0,40.0,Scotch Whiskey,1330
Brora 1982,70.0,58.6,Scotch Whiskey,321
Brora 1982,70.0,40.0,Scotch Whiskey,2366
Glenlivet 1955,70.0,43.0,Scotch Whiskey,1991
Glen Grant 1954,70.0,40.0,Scotch Whiskey,96
Port Ellen 1980,70.0,46.0,Scotch Whiskey,1428
Highland Park 1968,70.0,43.0,Scotch Whiskey,2387
Port Ellen 1980,70.0,43.0,Scotch Whiskey,1204
Pride Of Strathspey 1938,75.0,40.0,Scotch Whiskey,901
Highland Park 25 Year Old,70.0,50.7,Scotch Whiskey,1240
Brora 1981,70.0,54.5,Scotch Whiskey,1419
Bunnahabhain 12 Year Old,75.0,43.0,Scotch Whiskey,297
Longmorn 1973,75.0,45.0,Scotch Whiskey,945
Springbank 1965,70.0,50.6,Scotch Whiskey,1631
Bunnahabhain 1988,70.0,56.2,Scotch Whiskey,183
Glenfarclas 1974,70.0,42.7,Scotch Whiskey,1602
Glenfarclas 1970,70.0,55.5,Scotch Whiskey,1557
Glenfarclas 1969,70.0,56.1,Scotch Whiskey,795
Glenfarclas 1968,70.0,41.7,Scotch Whiskey,79
Glenfarclas 1963,70.0,47.4,Scotch Whiskey,458
Glenfarclas 1962,70.0,43.4,Scotch Whiskey,1274
Glenfarclas 1958,70.0,41.7,Scotch Whiskey,2502
Glenfarclas 1956,70.0,48.3,Scotch Whiskey,1030
Port Ellen 1979,70.0,64.1,Scotch Whiskey,763
Caperdonich 1968,70.0,44.5,Scotch Whiskey,551
Miltonduff 13 Year Old,75.0,43.0,Scotch Whiskey,951
Glenfarclas 25 Year Old,75.0,43.0,Scotch Whiskey,311
Glen Mhor 6 Year Old,75.0,40.0,Scotch Whiskey,18
Brora 1981,70.0,46.0,Scotch Whiskey,41
Linlithgow 1975,70.0,50.0,Scotch Whiskey,1194
Mortlach 12 Year Old,75.0,43.0,Scotch Whiskey,2382
Glenfarclas 1967,70.0,55.6,Scotch Whiskey,1123
Glenfarclas 1976,70.0,45.9,Scotch Whiskey,134
Glenfarclas 1975,70.0,44.5,Scotch Whiskey,1660
Glenfarclas 1974,70.0,55.1,Scotch Whiskey,1768
Glenfarclas 1971,70.0,47.0,Scotch Whiskey,131
Glenfarclas 1966,70.0,41.7,Scotch Whiskey,1264
Glenfarclas 1964,70.0,42.1,Scotch Whiskey,1745
Glenfarclas 1956,70.0,43.1,Scotch Whiskey,704
Glenfarclas 1955,70.0,45.4,Scotch Whiskey,1603
Convalmore 1984,70.0,48.2,Scotch Whiskey,374
Strathisla 15 Year Old,75.0,40.0,Scotch Whiskey,1883
Port Ellen 33 Year Old,50.0,47.5,Scotch Whiskey,2619
Springbank 10 Year Old,75.0,46.0,Scotch Whiskey,1379
Glenburgie 1995,70.0,51.2,Scotch Whiskey,2315
Strathisla 1960,70.0,43.0,Scotch Whiskey,882
Talisker 1959,75.0,43.0,Scotch Whiskey,1851
Port Ellen 1980,70.0,59.0,Scotch Whiskey,1391
Auchentoshan 1965,70.0,41.3,Scotch Whiskey,1723
Glenfarclas 10 Year Old,75.0,43.4,Scotch Whiskey,2482
Glenfiddich 1976,70.0,47.9,Scotch Whiskey,2295
Talisker 1957,75.0,40.0,Scotch Whiskey,781
Port Ellen 1974,70.0,43.0,Scotch Whiskey,2085
Brora 1982,70.0,50.0,Scotch Whiskey,263
Glenfarclas-Glenlivet 12 Year Old,75.0,43.0,Scotch Whiskey,362
Millburn 1983,70.0,59.1,Scotch Whiskey,1793
SMWS 49.4 (St Magdalene),70.0,62.8,Scotch Whiskey,1588
SMWS 18.3 (Inchgower),70.0,60.9,Scotch Whiskey,1917
SMWS 43.10 (Port Ellen),70.0,43.1,Scotch Whiskey,1726
Glenlivet 15 Year Old,75.0,46.0,Scotch Whiskey,2158
Old Pulteney,75.0,48.6,Scotch Whiskey,791
Springbank 1965,70.0,53.8,Scotch Whiskey,1397
Millburn 1983,75.0,58.8,Scotch Whiskey,2055
Linlithgow 1982,70.0,43.0,Scotch Whiskey,1829
Linlithgow 1975,70.0,51.5,Scotch Whiskey,728
Balvenie 1966,75.0,45.5,Scotch Whiskey,2335
Longmorn 1964,70.0,43.0,Scotch Whiskey,186
Rosebank 12 Year Old,75.0,43.0,Scotch Whiskey,735
Longmorn 1967,70.0,43.0,Scotch Whiskey,1143
Strathisla 1957,70.0,43.0,Scotch Whiskey,1533
Glencadam St. Michael,70.0,40.0,Scotch Whiskey,2223
Tamnavulin Glenlivet 8 Year Old,75.0,43.0,Scotch Whiskey,1491
Glenfarclas 8 Year Old,75.7,40.0,Scotch Whiskey,219
Balvenie 1951,70.0,51.9,Scotch Whiskey,755
Highland Park 18 Year Old,70.0,43.0,Scotch Whiskey,1443
Brora 1981,70.0,50.0,Scotch Whiskey,958
Cragganmore,70.0,55.7,Scotch Whiskey,1188
Auchroisk 1990,70.0,51.2,Scotch Whiskey,1239
Glenmorangie 16 Year Old,70.0,56.4,Scotch Whiskey,1021
Highland Park 18 Year Old,70.0,43.0,Scotch Whiskey,610
Tamnavulin 33 Year Old,70.0,45.0,Scotch Whiskey,449
Fettercairn 875,75.0,43.0,Scotch Whiskey,2421
Glenlochy 1980,70.0,48.0,Scotch Whiskey,978
Bunnahabhain 1973,70.0,47.9,Scotch Whiskey,1689
Glen Mhor 1965,70.0,47.1,Scotch Whiskey,394
Banff 1966,70.0,50.0,Scotch Whiskey,464
Talisker 1956,75.0,40.0,Scotch Whiskey,598
Glen Grant 1965,75.0,55.0,Scotch Whiskey,2304
Glen Grant 45 Year Old,75.0,40.0,Scotch Whiskey,2063
Glenfarclas 15 Year Old,75.0,46.0,Scotch Whiskey,324
Lp7 – Elements of Islay,50.0,52.8,Scotch Whiskey,272
Strathisla 1967,70.0,43.0,Scotch Whiskey,423
Tobermory 42 Year Old,70.0,47.7,Scotch Whiskey,2492
Linlithgow 1982,70.0,43.0,Scotch Whiskey,200
Brora 1982,70.0,40.0,Scotch Whiskey,2316
Longmorn 1960,75.0,40.0,Scotch Whiskey,856
Glenugie 1965,70.0,43.0,Scotch Whiskey,165
Tomintoul 1968,70.0,45.5,Scotch Whiskey,816
Dallas Dhu Millennium 1974,70.0,43.0,Scotch Whiskey,2202
Glenfarclas 25 Year Old,75.0,43.0,Scotch Whiskey,910
Mortlach 1936,75.0,40.0,Scotch Whiskey,1157
Talisker 1956,75.0,40.0,Scotch Whiskey,631
Glenfarclas 10 Year Old,75.0,43.4,Scotch Whiskey,954
Wolfburn Inaugural Special Edition 2016,70.0,46.0,Scotch Whiskey,1014
Ardbeg 1974 Provenance,75.0,54.7,Scotch Whiskey,1651
Port Ellen 1983,70.0,58.1,Scotch Whiskey,2159
Aberlour 1964,75.0,43.0,Scotch Whiskey,2338
Dalmore 20 Year Old,75.0,43.0,Scotch Whiskey,86
Knockando 12 Year Old,70.0,59.0,Scotch Whiskey,87
Port Ellen 1979,70.0,57.3,Scotch Whiskey,1564
Convalmore 1975,70.0,46.0,Scotch Whiskey,1999
Port Ellen 1975,70.0,43.0,Scotch Whiskey,2285
Glenlivet 15 Year Old,75.0,57.0,Scotch Whiskey,889
Springbank 20 Year Old,75.0,50.0,Scotch Whiskey,2030
Glen Grant 1953,70.0,40.0,Scotch Whiskey,822
Ledaig Tobermory 1972,75.0,40.0,Scotch Whiskey,2058
Macallan 1950,70.0,43.0,Scotch Whiskey,2345
Aberlour 1969,75.0,43.0,Scotch Whiskey,1044
Glen Grant 1950,70.0,40.0,Scotch Whiskey,1783
Mortlach 1949,70.0,40.0,Scotch Whiskey,1881
Glenfiddich Classic,70.0,43.0,Scotch Whiskey,787
Glenfarclas 1965,70.0,51.8,Scotch Whiskey,2537
Strathisla 1954,70.0,40.0,Scotch Whiskey,1833
Deanston Mill,75.0,40.0,Scotch Whiskey,1828
Port Ellen 1976,70.0,46.0,Scotch Whiskey,1821
Laphroaig 10 Year Old,75.0,40.0,Scotch Whiskey,1338
Knockando 1970 Extra Old Reserve,75.0,43.0,Scotch Whiskey,941
Lochside 10 Year Old,75.0,40.0,Scotch Whiskey,2514
Glen Grant 1952,70.0,40.0,Scotch Whiskey,994
Littlemill 25 Year Old,75.0,50.4,Scotch Whiskey,1122
Talisker 8 Year Old,75.0,45.8,Scotch Whiskey,1108
Caol Ila 1983,70.0,48.1,Scotch Whiskey,281
Pride of Strathspey 1940,75.0,40.0,Scotch Whiskey,705
Glenfiddich Special,75.0,40.0,Scotch Whiskey,2388
Glen Grant 1954,70.0,40.0,Scotch Whiskey,1737
Banff 1966,70.0,45.2,Scotch Whiskey,2270
Glenfarclas 1962,70.0,40.9,Scotch Whiskey,2154
Bruichladdich 21 Year Old,70.0,43.0,Scotch Whiskey,1799
Springbank 12 Year Old,75.0,46.0,Scotch Whiskey,2101
St Magdalene 1964,75.0,40.0,Scotch Whiskey,2583
Bowmore Bicentenary,75.7,43.0,Scotch Whiskey,2002
Glen Grant 1961,70.0,40.0,Scotch Whiskey,504
Tullibardine 1952,70.0,40.2,Scotch Whiskey,1644
Brora 1972,70.0,46.6,Scotch Whiskey,1404
Glen Grant 1952,70.0,40.0,Scotch Whiskey,1286
Brora 1981,70.0,46.0,Scotch Whiskey,920
SMWS 99.11 (Glenugie),70.0,43.4,Scotch Whiskey,1749
Glenfarclas 150th Anniversary,75.0,43.0,Scotch Whiskey,347
Laphroaig 10 Year Old,100.0,43.0,Scotch Whiskey,2019
SMWS 49.1 (St Magdalene),75.0,64.6,Scotch Whiskey,32
Highland Park 5 Year Old,75.0,43.0,Scotch Whiskey,1797
Brora 1982,70.0,46.0,Scotch Whiskey,1438
Caol Ila 1966,70.0,40.0,Scotch Whiskey,2313
Ardbeg 1972,70.0,45.3,Scotch Whiskey,860
Bowmore Bicentenary,75.0,43.0,Scotch Whiskey,2521
Glenfarclas 15 Year Old,75.0,46.0,Scotch Whiskey,2663
Glenfiddich Special,75.0,40.0,Scotch Whiskey,793
Tamnavulin 1973,70.0,41.8,Scotch Whiskey,581
Ardbeg 1976,70.0,53.2,Scotch Whiskey,814
Glenmorangie 10 Year Old,75.0,40.0,Scotch Whiskey,47
Bowmore 8 Year Old,75.0,40.0,Scotch Whiskey,457
Edradour 10 Year Old,70.0,40.0,Scotch Whiskey,1447
Glenfarclas 1973,70.0,41.6,Scotch Whiskey,1569
Glenfarclas 1963,70.0,45.1,Scotch Whiskey,2177
Glenfarclas 1961,70.0,41.7,Scotch Whiskey,280
Glenfarclas 1958,70.0,40.2,Scotch Whiskey,1908
Glenesk 1980,70.0,46.0,Scotch Whiskey,1565
Glenlivet 34 Year Old,75.0,40.0,Scotch Whiskey,607
Glenlivet 20 Year Old,75.0,45.7,Scotch Whiskey,2487
SMWS 92.2 (Lochside),75.0,61.0,Scotch Whiskey,1037
SMWS 18.15 (Inchgower),70.0,67.5,Scotch Whiskey,2083
Brora 1982,70.0,50.0,Scotch Whiskey,1144
Glenlivet 1964,75.0,45.1,Scotch Whiskey,707
Brora 1982,70.0,46.0,Scotch Whiskey,2150
Springbank 1966,75.0,61.2,Scotch Whiskey,2599
Brora 1972,70.0,51.0,Scotch Whiskey,471
Brora 1981,70.0,59.3,Scotch Whiskey,1504
Aberlour 100 Proof,100.0,57.1,Scotch Whiskey,1051
Dufftown-Glenlivet 10 Year Old,100.0,43.0,Scotch Whiskey,1096
Glenfarclas 15 Year Old,75.0,46.0,Scotch Whiskey,1284
Highland Park 30 Year Old,70.0,48.1,Scotch Whiskey,2157
Spey Chairman's Choice Merry Christmas,50.0,40.0,Scotch Whiskey,1659
Talisker 12 Year Old,100.0,43.0,Scotch Whiskey,1836
Glenfiddich 8 Year Old,75.0,43.0,Scotch Whiskey,1045
Balvenie 12 Year Old Classic,75.0,43.0,Scotch Whiskey,1198
Laphroaig 25 Year Old,70.0,45.1,Scotch Whiskey,2074
Brora 1981,70.0,56.5,Scotch Whiskey,522
Glendronach 1968,75.0,43.0,Scotch Whiskey,328
Gordon & MacPhail Private Collection Ultra,280.0,46.7,Scotch Whiskey,2639
Highland Park 12 Year Old,75.0,40.0,Scotch Whiskey,1922
Glenfarclas 15 Year Old,75.0,46.0,Scotch Whiskey,247
Bowmore Bicentenary,75.7,43.0,Scotch Whiskey,646
Port Ellen 1978,70.0,56.5,Scotch Whiskey,213
Glenugie 1966,75.0,40.0,Scotch Whiskey,2160
Deanston Malt 8 Year Old,75.0,40.0,Scotch Whiskey,1580
Talisker 1957,75.0,53.3,Scotch Whiskey,1336
Highland Park 1977,70.0,57.9,Scotch Whiskey,2559
Glenlivet 1938,75.0,40.0,Scotch Whiskey,1976
Dalmore 1963,75.0,45.7,Scotch Whiskey,210
Glenturret 1965,75.0,45.7,Scotch Whiskey,730
Glenfarclas 1984,70.0,47.0,Scotch Whiskey,1786
Glenfarclas 1954,70.0,46.7,Scotch Whiskey,1806
Mortlach 1938,75.0,40.0,Scotch Whiskey,467
Talisker 12 Year Old,75.0,43.4,Scotch Whiskey,1559
Bowmore 8 Year Old,75.0,43.0,Scotch Whiskey,1354
Glen Garioch 1968,70.0,56.6,Scotch Whiskey,1102
Glenfarclas 1966,70.0,46.0,Scotch Whiskey,1016
Bowmore 1957,70.0,40.1,Scotch Whiskey,1563
Glen Grant 1948,75.0,40.0,Scotch Whiskey,474
Port Ellen 1979,70.0,50.0,Scotch Whiskey,1798
Dufftown-Glenlivet 12 Year Old,100.0,43.0,Scotch Whiskey,2356
Dufftown-Glenlivet 1975,70.0,54.8,Scotch Whiskey,432
Glenesk 12 Year Old,75.0,40.0,Scotch Whiskey,1307
Glenury Royal 1971,70.0,61.3,Scotch Whiskey,2400
Highland Park 12 Year Old,70.0,40.0,Scotch Whiskey,2236
Glenugie 1966,75.0,48.1,Scotch Whiskey,1207
Glen Flagler 8 Year Old,75.0,40.0,Scotch Whiskey,2110
Highland Park 12 Year Old,75.0,40.0,Scotch Whiskey,531
Glenturret 1965,75.0,43.0,Scotch Whiskey,1867
Glenesk 1979,70.0,46.0,Scotch Whiskey,57
Coleburn 1972,70.0,46.0,Scotch Whiskey,325
Glens Extra (Springbank) 8 Year Old,75.0,40.0,Scotch Whiskey,627
Tomatin 10 Year Old,75.7,40.0,Scotch Whiskey,854
Springbank 1967,70.0,46.0,Scotch Whiskey,813
Glenmorangie 1963,75.0,43.0,Scotch Whiskey,2330
Clynelish 12 Year Old,75.0,40.0,Scotch Whiskey,1165
Brora 1972,70.0,40.0,Scotch Whiskey,1910
Balvenie 1970,70.0,44.6,Scotch Whiskey,1668
Mortlach 1936,75.0,43.0,Scotch Whiskey,2633
Bowmore 30 Year Old,75.0,43.0,Scotch Whiskey,1854
Dufftown-Glenlivet 8 Year Old,75.0,46.0,Scotch Whiskey,1717
Tomatin 10 Year Old,75.0,43.0,Scotch Whiskey,1525
Tomatin 5 Year Old,75.0,43.0,Scotch Whiskey,2434
Talisker 8 Year Old,75.0,45.8,Scotch Whiskey,1742
Talisker 8 Year Old,75.7,45.8,Scotch Whiskey,2134
Springbank 1966,75.0,61.2,Scotch Whiskey,739
Black Bowmore 1964,70.0,50.0,Scotch Whiskey,2344
Bowmore 1965,75.0,50.0,Scotch Whiskey,436
Talisker 12 Year Old,75.0,43.0,Scotch Whiskey,655
Lochnagar 12 Year Old,75.0,40.0,Scotch Whiskey,258
Macallan 25 Year Old,150.0,45.5,Scotch Whiskey,2084
Glenmorangie 25 Year Old,70.0,43.0,Scotch Whiskey,894
Highland Park 35 Year Old,70.0,50.0,Scotch Whiskey,712
Longrow 1973,75.0,46.0,Scotch Whiskey,2503
Strathisla 12 Year Old,75.0,40.0,Scotch Whiskey,675
Brora 1982,70.0,50.0,Scotch Whiskey,2250
Longmorn 1973,70.0,54.9,Scotch Whiskey,912
Highland Park Freya,70.0,51.2,Scotch Whiskey,764
Glenmorangie 10 Year Old,100.0,43.0,Scotch Whiskey,2539
Old Elgin 1940,75.0,43.0,Scotch Whiskey,1744
Dalwhinnie 8 Year Old,75.0,40.0,Scotch Whiskey,1606
Glen Grant 33 Year Old,75.0,40.0,Scotch Whiskey,123
SMWS 98.1 (Lomond),70.0,58.3,Scotch Whiskey,2191
Port Ellen 1979,70.0,50.0,Scotch Whiskey,2289
SMWS 18.4 (Inchgower),70.0,62.4,Scotch Whiskey,639
Campbeltown 1972,70.0,46.0,Scotch Whiskey,674
Glenmorangie 10 Year Old,75.0,40.0,Scotch Whiskey,1193
Bowmore 1963,70.0,50.0,Scotch Whiskey,1213
Ardbeg 1972,70.0,51.4,Scotch Whiskey,2235
Port Ellen 1982,70.0,56.8,Scotch Whiskey,1325
Port Ellen 1982,70.0,63.1,Scotch Whiskey,1656
Linkwood 1938,75.0,40.0,Scotch Whiskey,1888
Lochside 1966,75.0,40.0,Scotch Whiskey,980
Lagavulin 12 Year Old,75.0,43.0,Scotch Whiskey,119
Knockando 1967,75.0,43.0,Scotch Whiskey,833
Bowmore 12 Year Old,75.0,40.0,Scotch Whiskey,659
Glenrothes 1972,70.0,43.0,Scotch Whiskey,754
Glen Spey 8 Year Old,75.0,40.0,Scotch Whiskey,2560
Glen Spey 8 Year Old,75.0,40.0,Scotch Whiskey,1840
Glen Spey 8 Year Old,75.0,40.0,Scotch Whiskey,38
Port Ellen 1982,70.0,52.4,Scotch Whiskey,1167
Glen Grant 35 Year Old,75.0,40.0,Scotch Whiskey,749
Blair Athol 8 Year Old,75.0,40.0,Scotch Whiskey,509
Glenfiddich 8 Year Old,75.0,40.0,Scotch Whiskey,367
Glen Elgin 12 Year Old,75.0,43.0,Scotch Whiskey,788
Glenfarclas 8 Year Old,75.0,60.0,Scotch Whiskey,1505
Glenfarclas 5 Year Old,75.0,43.0,Scotch Whiskey,2617
Glen Grant 1936,75.0,40.0,Scotch Whiskey,2463
Glenlivet Special Export Reserve,75.0,43.0,Scotch Whiskey,2484
Glenlivet Special Export Reserve,75.0,43.0,Scotch Whiskey,1444
Glenlivet Special Export Reserve,75.0,43.0,Scotch Whiskey,805
Glen Grant 25 Year Old,75.0,40.0,Scotch Whiskey,625
Glenlivet 1963,75.0,43.0,Scotch Whiskey,396
Glenmorangie 1983,70.0,53.2,Scotch Whiskey,1162
Glen Elgin,75.0,43.0,Scotch Whiskey,1923
Glen Flagler 8 Year Old,75.0,40.0,Scotch Whiskey,270
Glen Elgin 12 Year Old,75.7,43.0,Scotch Whiskey,1823
Glenfiddich 8 Year Old,75.7,40.0,Scotch Whiskey,1813
Dufftown 8 Year Old,75.0,40.0,Scotch Whiskey,1762
Dufftown 8 Year Old,75.0,40.0,Scotch Whiskey,1250
Dufftown 8 Year Old,75.0,40.0,Scotch Whiskey,2466
Glendullan 12 Year Old,75.0,47.0,Scotch Whiskey,1824
Bowmore 12 Year Old,100.0,43.0,Scotch Whiskey,2460
Blair Athol 8 Year Old,75.0,40.0,Scotch Whiskey,305
Blair Athol 8 Year Old,75.0,40.0,Scotch Whiskey,39
Blair Athol 8 Year Old,75.0,40.0,Scotch Whiskey,1105
Balvenie 12 Year Old Classic,75.0,43.0,Scotch Whiskey,2363
Glenury Royal 1970,70.0,57.0,Scotch Whiskey,2169
Glenmorangie 12 Year Old,70.0,40.0,Scotch Whiskey,1436
Glenmorangie 1993,70.0,46.0,Scotch Whiskey,2624
Glenfarclas 1960,70.0,42.3,Scotch Whiskey,2508
Glenfarclas 1955,70.0,43.3,Scotch Whiskey,2311
Glenfarclas 1954,70.0,46.3,Scotch Whiskey,2438
Mortlach 1938,75.0,40.0,Scotch Whiskey,916
Glenrothes 1954,75.0,40.0,Scotch Whiskey,1435
Port Ellen 1980,75.0,40.0,Scotch Whiskey,641
Macallan M Decanter,70.0,44.5,Scotch Whiskey,108
Bowmore Blair Castle Horse Trials 2001,70.0,40.0,Scotch Whiskey,1353
Kinclaith 1969,70.0,47.3,Scotch Whiskey,1963
Linkwood 1954,70.0,40.0,Scotch Whiskey,68
Dufftown-Glenlivet 8 Year Old,100.0,46.0,Scotch Whiskey,1634
Laphroaig 10 Year Old,75.0,40.0,Scotch Whiskey,390
Springbank 1965,70.0,46.0,Scotch Whiskey,375
Bowmore 1968,70.0,45.5,Scotch Whiskey,197
Springbank 1967,70.0,46.0,Scotch Whiskey,2277
Laphroaig 10 Year Old,100.0,43.0,Scotch Whiskey,208
Glenlivet 1938,75.0,40.0,Scotch Whiskey,1229
Glendronach 12 Year Old,75.0,40.0,Scotch Whiskey,738
Glen Grant 1952,70.0,40.0,Scotch Whiskey,555
Pride of Strathspey 1937,75.0,40.0,Scotch Whiskey,62
Banff 1974,75.0,40.0,Scotch Whiskey,2282
Ben Wyvis 1972,75.0,54.4,Scotch Whiskey,146
SMWS (Balmenach) 48.2,75.0,62.9,Scotch Whiskey,1164
Glen Garioch 1968,70.0,56.6,Scotch Whiskey,1011
Glenrothes 1979,70.0,43.0,Scotch Whiskey,2066
Glenlivet 1938,75.0,40.0,Scotch Whiskey,2579
Glengoyne 10 Year Old,70.0,40.0,Scotch Whiskey,147
Glenfiddich Special,75.0,40.0,Scotch Whiskey,115
Linlithgow 1975,70.0,46.0,Scotch Whiskey,698
Glenury Royal 1984,70.0,46.0,Scotch Whiskey,512
Glentoshan (Auchentoshan) 5 Year Old,75.0,40.0,Scotch Whiskey,1981
North Port Brechin 1974,75.0,66.1,Scotch Whiskey,1346
Bowmore 1966,70.0,42.8,Scotch Whiskey,1235
Bowmore 1957,70.0,40.0,Scotch Whiskey,1944
Glenesk 1984,70.0,43.0,Scotch Whiskey,2195
SMWS 56.6 (Coleburn),70.0,60.3,Scotch Whiskey,1874
SMWS 74.2 (North Port),70.0,62.4,Scotch Whiskey,1368
Glenrothes 1979,70.0,43.0,Scotch Whiskey,1610
Glenlochy 1979,70.0,46.0,Scotch Whiskey,1847
Mosstowie 1979,70.0,46.0,Scotch Whiskey,1637
Auchentoshan 1966,75.0,43.0,Scotch Whiskey,2493
Glenfarclas 1959,70.0,46.0,Scotch Whiskey,1305
Glen Grant 1945,75.0,40.0,Scotch Whiskey,36
Glen Flagler 8 Year Old,75.0,43.0,Scotch Whiskey,2139
Highland Park Loki,70.0,48.7,Scotch Whiskey,10
